http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	Reference	Number (Appenidx I)	Family	Species	Loads	Nest	Obs.	M	Acanthaceae	Adoxaceae	Aizoaceae	Amaryllidaceae	Altingiaceae	Anacardiaceae	Apiaceae	Apocynaceae	Aquifoliaceae	Araliaceae	Arecaceae	Asparagaceae	Asphodelaceae	Asteraceae	Balsaminaceae	Berberidaceae	Betulaceae	Bignoniaceae	Bixaceae	Boraginaceae	Brassicaceae	Cactaceae	Calceolariaceae	Campanulaceae	Capparaceae	Caprifoliaceae	Caryophyllaceae	Chenopodiaceae	Cistaceae	Clusiaceae	Colchicaceae	Commelinaceae	Convolvulaceae	Cordiaceae	Cornaceae	Costaceae	Crassulaceae	Cucurbitaceae	Cunoniaceae	Ebenaceae	Elaeagnaceae	Ericaceae	Escalloniaceae	Euphorbiaceae	Fabaceae	Fagaceae	Frankeniaceae	Gentianaceae	Geraniaceae	Grossulariaceae	Heliconiaceae	Hippocastanaceae	Hydrangaceae	Hypericaceae	Iridaceae	Juglandaceae	Juncaceae	Krameriaceae	Lamiaceae	Limnocharitaceae	Lauraceae	Liliaceae s.l.	Linaceae	Loasaceae	Lythraceae	Malpighiaceae	Malvaceae	Melanthiaceae	Melastomataceae	Meliaceae	Mimosaceae	Molluginaceae	Monocots	Muntingiaceae	Montiaceae	Myrtaceae	Nitrariaceae	Nyctaginaceae	Oleaceae	Onagraceae	Orobanchaceae	Oxalidaceae	Papaveraceae	Parnassiaceae	Passifloraceae	Phytolaccaceae	Pinaceae	Plantaginaceae	Plumbaginaceae	Poaceae	Polemoniaceae	Polygonaceae	Pontederiaceae	Primulaceae	Protaceae	Pteridaceae	Ranunculaceae	Resedaceae	Rhamnaceae	Rosaceae	Rubiaceae	Rutaceae	Salicaceae	Santalaceae	Sapindaceae	Saxifragaceae	Scrophulariaceae	Solanaceae	Sterculiaceae	Tamaricaceae	Theaceae	Turneraceae	Ulmaceae	Urticaceae	Verbenaceae	Violaceae	Vitaceae	Xanthorrhoaceae	Zygophyllaceae	Unknown
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L90	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena frigida	11	null	null	11																																																																																																							98.2		1.8															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L91	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena fulica	12	null	null	12																					99.6								0.4																																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L92	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017)	93	Andrenidae	Andrena fulva	86	null	null	86		0.1							1.7					0.3							2.0																							0.1		10.1				1.0					0.1																																										0.6			60.0			0.2		23.8															0.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L93	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989) + Novel data	86; n/a	Andrenidae	Andrena fulvago	3	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L94	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Andrena fulvicornis	16			16							93.8																																					6.2																																																																												
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L95	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Larkin et al. (2008)	20	Andrenidae	Andrena fulvipennis	20	null	null	20														99.9																																																																																																										0.1
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L96	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena funerea	12			12																					100.0																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L97	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989)	86	Andrenidae	Andrena fuscipes	null	null	null	10																																										100.0																																																																														
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L98	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena fuscosa	17	null	null	17							15.5							9.5							52.4																							3.1	0.4																																						12.7					0.3												6.1																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L99	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018) + Larkin et al. (2008)	94; 20	Andrenidae	Andrena gardineri	25	null	null	25														95.0																																																																																																										5.0
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L100	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989)	86	Andrenidae	Andrena gelriae	null	null	null	10																																													100.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L101	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018) + Gibbs et al. (2017)	94; 102	Andrenidae	Andrena geranii	5	null	Obs.	10																				100.0																																																																																																				
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L102	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989)	86	Andrenidae	Andrena granulosa	null	null	null	10																													100.0																																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L103	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Andrena gravida	20	null	null	20							4.1							25.9						2.1	4.6						0.2								0.3											1.6						9.8																																													5.8			19.6			5.0		21.1															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L104	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Novel data	n/a	Andrenidae	Andrena haemorrhoa	105			105		2.2		0.1			2.5		0.9					5.6							10.9														0.2			0.2						0.4	0.7	3.2																																										0.4									0.5	2.4	1.6	50.1			13.4		4.6			0.1												
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L105	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989) + Novel data	86; n/a	Andrenidae	Andrena hattorfiana	1	null	Obs.	10																										100.0																																																																																														
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L106	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Larkin et al. (2008)	20	Andrenidae	Andrena haynesi	20	null	null	20														96.6																																																																																																										3.4
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L107	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena hedikae	22	null	null	22							100.0																																																																																																																	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L108	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018) + LaBerge (1967)	94; 105	Andrenidae	Andrena helianthi	6	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L109	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Larkin et al. (2008)	20	Andrenidae	Andrena helianthiformis	19	null	null	19														98.0																																																																																																										2.0
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L110	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017)	93	Andrenidae	Andrena helvola	12	null	null	12							2.3		6.5					15.3							5.2														0.6									10.0																																																					1.8		1.0	32.3			4.5		20.6															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L111	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena hippotes	21	null	null	21		1.0				33.6			2.1												0.4																																								1.7						0.7																																	28.7			31.1		0.8															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L112	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena hirticincta	13	null	null	13														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L113	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989) + Novel data	86; n/a	Andrenidae	Andrena humilis	1	null	Obs.	10														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L114	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena imitatrix	15	null	null	15		0.7												2.2			5.1				0.1																																																																															50.2			29.9		11.8															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L115	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena integra	10	null	null	10																																			100.0																																																																																					
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L116	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Larkin et al. (2008)	20	Andrenidae	Andrena isocomae	20	null	null	20														94.8																																																																																																										5.2
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L117	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2022) + Wood (2023)	97; 95	Andrenidae	Andrena juliana	35	null	null	35							82.6																					0.2	2.8																		13.1																																																															1.3										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L118	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017) + Novel data	93; n/a	Andrenidae	Andrena labialis	39			39							0.1							0.4							15.3			2.9					0.9						4.2							0.9			71.2														0.8																															0.0							0.9			2.0																				0.4
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L119	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017) + Novel data	93; n/a	Andrenidae	Andrena labiata	29			29							0.1							9.3						0.2	18.5						22.6		7.5																0.1	0.2			1.9										0.6																													15.0									3.6			20.2			0.2																	
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L120	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Westrich (1989) + Novel data	86; n/a	Andrenidae	Andrena lagopus	13			13																					100.0																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L121	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Muller & Westrich (2023)	29	Andrenidae	Andrena lathyri	30	null	null	30																																													100.0																																																																											
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L122	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena leptopyga	19			19																				1.8	6.6																																																																													86.2									5.4													
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L123	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena leucolippa	22			22														100.0																																																																																																										
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L124	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood (2023)	95	Andrenidae	Andrena longibarbis	13	null	null	13														0.4							99.6																																																																																																			
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L125	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2018)	94	Andrenidae	Andrena mandibularis	13	null	null	13														2.4												0.3									5.3																																								2.1																									43.9			10.5		35.6															
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L126	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Larkin et al. (2008)	20	Andrenidae	Andrena melliventris	18	null	null	18														98.1																																																																																																										1.9
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L127	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017) + Novel data	93; n/a	Andrenidae	Andrena minutula	111			111							34.0							3.2							3.7						2.1		15.0								5.0					0.3			1.7	1.5													0.6																																						0.1		0.1	28.4			2.8		0.3															1.2
line:xlsx:hash://md5/3d4a61547a8792d99a630317f1d8a9f8!/Sheet1!/L128	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	Wood & Roberts (2017) + Novel data	93; n/a	Andrenidae	Andrena minutuloides	63			63							88.4							0.6							4.7																								0.2																						0.5																														0.1			3.6					1.9															
